kid,depth,arrival_s,deadline_s,delivered_images,delivery_fraction,utility,first_delivery_s,completion_s,completion_delay_s,lateness_s,late_image_fraction,deadline_violated,dropped,rejected,u_quality,u_tardiness,u_cost,u_coverage_gain,u_norm,enc_energy_j,tx_energy_j
24,16,5400,8436,192588.0,1.0,0.2967,5430,7890,2490,-546,0.0,0,0,0,0.313333,0.0,0.016667,1.0,0.946809,71296.0776,433.862246
25,8,5400,7608,194489.5,0.9967,0.2729,5580,,,,0.0872,1,0,0,0.287788,0.002473,0.012458,0.992372,0.87082,72000.0,219.072934
26,16,5400,8893,212900.0,1.0,0.89,5460,8760,3360,-133,0.0,0,0,0,0.94,0.0,0.05,1.0,0.946809,78815.58,479.62112
27,16,5400,8699,187430.0,1.0,0.2967,5430,8010,2610,-689,0.0,0,0,0,0.313333,0.0,0.016667,1.0,0.946809,69386.586,422.242304
28,16,5400,7375,170178.3,0.7532,0.8291,5430,,,,0.0538,1,0,0,0.869684,0.002917,0.037658,0.925195,0.88203,63000.0,383.377634
29,16,5400,8698,162473.0,1.0,0.89,5580,7470,2070,-1228,0.0,0,0,0,0.94,0.0,0.05,1.0,0.946809,60147.5046,366.019174
30,16,5400,8715,187043.0,1.0,0.89,5430,7950,2550,-765,0.0,0,0,0,0.94,0.0,0.05,1.0,0.946809,69243.3186,421.37047
31,16,5400,7719,177496.0,1.0,0.89,5430,7650,2250,-69,0.0,0,0,0,0.94,0.0,0.05,1.0,0.946809,65709.0192,399.862989
32,16,7200,10146,147911.0,1.0,0.89,7230,9360,2160,-786,0.0,0,0,0,0.94,0.0,0.05,1.0,0.946809,54756.6522,333.213901
33,16,7200,9360,127950.0,1.0,0.89,7260,9210,2010,-150,0.0,0,0,0,0.94,0.0,0.05,1.0,0.946809,47367.09,288.24576
34,16,7200,10435,260980.0,1.0,0.2967,7230,10440,3240,5,0.0033,1,0,0,0.313329,5e-06,0.016667,0.999985,0.946779,96614.796,587.935744
35,16,7200,10197,255267.4,0.9918,0.8813,7230,,,,0.0576,1,0,0,0.934583,0.003689,0.049589,0.994238,0.937559,94500.0,575.066451
36,16,7200,9499,194313.0,1.0,0.8856,7230,9600,2400,101,0.0491,1,0,0,0.937891,0.002262,0.05,0.997756,0.942158,71934.6726,437.748326
37,16,7200,9826,226094.0,0.8827,0.5714,7230,,,,0.0569,1,0,0,0.603622,0.002818,0.029423,0.963227,0.91178,83700.0,509.344571
38,16,7200,9067,165316.0,0.822,0.5606,7230,,,,0.0735,1,0,0,0.591979,0.003964,0.027399,0.944647,0.8946,61200.0,372.423987
39,16,7200,9206,127959.0,1.0,0.2967,7230,8790,1590,-416,0.0,0,0,0,0.313333,0.0,0.016667,1.0,0.946809,47370.4218,288.266035
40,16,9000,11978,187923.0,1.0,0.89,9030,11400,2400,-578,0.0,0,0,0,0.94,0.0,0.05,1.0,0.946809,69569.0946,423.352934
41,16,9000,11817,194219.0,1.0,0.8874,9030,11910,2910,93,0.0329,1,0,0,0.938723,0.001336,0.05,0.998641,0.944028,71899.8738,437.536563
42,16,9000,11834,115839.0,1.0,0.89,9030,10440,1440,-1394,0.0,0,0,0,0.94,0.0,0.05,1.0,0.946809,42883.5978,260.962099
43,16,9000,11796,226944.0,1.0,0.5932,9030,11820,2820,24,0.0037,1,0,0,0.626616,5e-05,0.033333,0.999919,0.946648,84014.6688,511.259443
44,16,9000,12231,118113.0,1.0,0.5933,9030,10470,1470,-1761,0.0,0,0,0,0.626667,0.0,0.033333,1.0,0.946809,43725.4326,266.084966
45,16,9000,10855,145402.6,0.9043,0.5797,9030,,,,0.0,1,0,0,0.609875,0.0,0.030143,0.973204,0.925103,53828.053977,327.563047
46,16,9000,12569,169500.0,1.0,0.5933,9030,11910,2910,-659,0.0,0,0,0,0.626667,0.0,0.033333,1.0,0.946809,62748.9,381.8496
47,16,9000,11535,142917.0,1.0,0.2967,9030,10950,1950,-585,0.0,0,0,0,0.313333,0.0,0.016667,1.0,0.946809,52907.8734,321.963418
48,16,10800,12662,170178.3,0.57,0.7244,10830,,,,0.0651,1,0,0,0.760166,0.007224,0.028502,0.808688,0.77068,63000.0,383.377634
49,16,10800,12705,146788.0,1.0,0.8895,10830,12720,1920,15,0.0181,1,0,0,0.939766,0.000227,0.05,0.999752,0.946318,54340.9176,330.684006
50,16,10800,14252,271135.0,1.0,0.2967,10830,14250,3450,-2,0.0,0,0,0,0.313333,0.0,0.016667,1.0,0.946809,100374.177,610.812928
51,16,10800,13792,158719.0,1.0,0.5933,10830,13680,2880,-112,0.0,0,0,0,0.626667,0.0,0.033333,1.0,0.946809,58757.7738,357.562163
52,16,10800,13509,125256.0,1.0,0.5933,10830,12360,1560,-1149,0.0,0,0,0,0.626667,0.0,0.033333,1.0,0.946809,46369.7712,282.176717
53,16,10800,13796,229945.5,0.8955,0.86,10830,,,,0.0622,1,0,0,0.908884,0.004101,0.044775,0.966897,0.914902,85125.825542,518.021231
54,16,10800,13352,181837.0,1.0,0.5933,10830,13350,2550,-2,0.0,0,0,0,0.626667,0.0,0.033333,1.0,0.946809,67316.0574,409.642394
55,16,10800,12900,194489.5,0.7401,0.266,10830,,,,0.1026,1,0,0,0.28256,0.00427,0.012334,0.901789,0.848797,72000.0,438.145867
56,16,12600,14591,166858.0,1.0,0.2957,12630,14670,2070,79,0.0384,1,0,0,0.312874,0.000478,0.016667,0.998535,0.943816,61770.8316,375.897702
57,16,12600,15700,118009.0,1.0,0.89,12690,14430,1830,-1270,0.0,0,0,0,0.94,0.0,0.05,1.0,0.946809,43686.9318,265.850675
58,16,12600,15691,239354.0,1.0,0.5933,12630,15570,2970,-121,0.0,0,0,0,0.626667,0.0,0.033333,1.0,0.946809,88608.8508,539.216691
59,16,12600,15302,132254.0,1.0,0.89,12630,14520,1920,-782,0.0,0,0,0,0.94,0.0,0.05,1.0,0.946809,48960.4308,297.941811
60,16,12600,15295,230956.2,0.803,0.2805,12630,,,,0.0507,1,0,0,0.295059,0.001128,0.013384,0.941677,0.895363,85500.0,520.298217
61,16,12600,15203,222061.6,0.9281,0.5774,12630,,,,0.0668,1,0,0,0.611377,0.003045,0.030937,0.975601,0.921374,82207.217782,500.260454
62,16,12600,14830,133242.0,1.0,0.5933,12630,14250,1650,-580,0.0,0,0,0,0.626667,0.0,0.033333,1.0,0.946809,49326.1884,300.167578
63,16,12600,15535,160302.0,1.0,0.89,12630,14610,2010,-925,0.0,0,0,0,0.94,0.0,0.05,1.0,0.946809,59343.8004,361.128346
