kid,depth,arrival_s,deadline_s,delivered_images,delivery_fraction,utility,first_delivery_s,completion_s,completion_delay_s,lateness_s,late_image_fraction,deadline_violated,dropped,rejected,u_quality,u_tardiness,u_cost,u_coverage_gain,u_norm,enc_energy_j,tx_energy_j
24,16,5400,8436,192588.0,1.0,0.2967,5430,7800,2400,-636,0.0,0,0,0,0.313333,0.0,0.016667,1.0,0.946809,71296.0776,433.862246
25,16,5400,7608,195141.0,1.0,0.2766,5430,8070,2670,462,0.206,1,0,0,0.304674,0.011368,0.016667,0.972365,0.882891,72241.1982,439.613645
26,16,5400,8893,212900.0,1.0,0.8089,5430,9480,4080,587,0.2426,1,0,0,0.904137,0.045218,0.05,0.961848,0.860551,78815.58,479.62112
27,16,5400,8699,187430.0,1.0,0.2967,5430,7740,2340,-959,0.0,0,0,0,0.313333,0.0,0.016667,1.0,0.946809,69386.586,422.242304
28,16,5400,7375,225953.0,1.0,0.7748,5430,8190,2790,815,0.3006,1,0,0,0.885641,0.06082,0.05,0.942171,0.824277,83647.8006,509.026918
29,16,5400,8698,162473.0,1.0,0.89,5700,7620,2220,-1078,0.0,0,0,0,0.94,0.0,0.05,1.0,0.946809,60147.5046,366.019174
30,16,5400,8715,187043.0,1.0,0.89,5430,7950,2550,-765,0.0,0,0,0,0.94,0.0,0.05,1.0,0.946809,69243.3186,421.37047
31,16,5400,7719,177496.0,1.0,0.8873,5430,7800,2400,81,0.0372,1,0,0,0.938665,0.001389,0.05,0.99858,0.943911,65709.0192,399.862989
32,16,7200,10146,147911.0,1.0,0.89,7230,9360,2160,-786,0.0,0,0,0,0.94,0.0,0.05,1.0,0.946809,54756.6522,333.213901
33,16,7200,9360,127950.0,1.0,0.89,7230,8790,1590,-570,0.0,0,0,0,0.94,0.0,0.05,1.0,0.946809,47367.09,288.24576
34,16,7200,10435,260980.0,1.0,0.2898,7230,10710,3510,275,0.1007,1,0,0,0.310296,0.003871,0.016667,0.990307,0.924761,96614.796,587.935744
35,16,7200,10197,257385.0,1.0,0.8808,7230,10380,3180,183,0.0649,1,0,0,0.935762,0.004941,0.05,0.995492,0.937043,95283.927,579.836928
36,16,7200,9499,194313.0,1.0,0.8856,7230,9600,2400,101,0.0491,1,0,0,0.937891,0.002262,0.05,0.997757,0.942159,71934.6726,437.748326
37,16,7200,9826,256146.0,1.0,0.5557,7410,10380,3180,554,0.1743,1,0,0,0.610122,0.021086,0.033333,0.973599,0.886759,94825.2492,577.045709
38,16,7200,9067,201121.0,1.0,0.5352,7230,9690,2490,623,0.2506,1,0,0,0.600735,0.032226,0.033333,0.958619,0.854003,74454.9942,453.085389
39,16,7200,9206,127959.0,1.0,0.2967,7230,8790,1590,-416,0.0,0,0,0,0.313333,0.0,0.016667,1.0,0.946809,47370.4218,288.266035
40,16,9000,11978,187923.0,1.0,0.89,9030,11340,2340,-638,0.0,0,0,0,0.94,0.0,0.05,1.0,0.946809,69569.0946,423.352934
41,16,9000,11817,194219.0,1.0,0.7373,9030,12630,3630,813,0.3779,1,0,0,0.86323,0.075965,0.05,0.91833,0.784324,71899.8738,437.536563
42,16,9000,11834,115839.0,1.0,0.89,9030,10440,1440,-1394,0.0,0,0,0,0.94,0.0,0.05,1.0,0.946809,42883.5978,260.962099
43,16,9000,11796,226944.0,1.0,0.5932,9030,11820,2820,24,0.0037,1,0,0,0.626616,5e-05,0.033333,0.999919,0.946648,84014.6688,511.259443
44,16,9000,12231,118113.0,1.0,0.5933,9030,10470,1470,-1761,0.0,0,0,0,0.626667,0.0,0.033333,1.0,0.946809,43725.4326,266.084966
45,16,9000,10855,160790.0,1.0,0.5807,9270,11070,2070,215,0.1221,1,0,0,0.620886,0.006859,0.033333,0.990776,0.926639,59524.458,362.227712
46,16,9000,12569,169500.0,1.0,0.5933,9030,11340,2340,-1229,0.0,0,0,0,0.626667,0.0,0.033333,1.0,0.946809,62748.9,381.8496
47,16,9000,11535,142917.0,1.0,0.2967,9030,10770,1770,-765,0.0,0,0,0,0.313333,0.0,0.016667,1.0,0.946809,52907.8734,321.963418
48,16,10800,12662,298534.0,1.0,0.5738,10830,14520,3720,1858,0.5446,1,0,0,0.749815,0.125971,0.05,0.797676,0.610473,110517.2868,672.537395
49,16,10800,12705,146788.0,1.0,0.89,10830,12630,1830,-75,0.0,0,0,0,0.94,0.0,0.05,1.0,0.946809,54340.9176,330.684006
50,16,10800,14252,271135.0,1.0,0.2967,10830,14190,3390,-62,0.0,0,0,0,0.313333,0.0,0.016667,1.0,0.946809,100374.177,610.812928
51,16,10800,13792,158719.0,1.0,0.5933,10830,12810,2010,-982,0.0,0,0,0,0.626667,0.0,0.033333,1.0,0.946809,58757.7738,357.562163
52,16,10800,13509,125256.0,1.0,0.5933,10830,12600,1800,-909,0.0,0,0,0,0.626667,0.0,0.033333,1.0,0.946809,46369.7712,282.176717
53,16,10800,13796,256780.0,1.0,0.6941,11790,15030,4230,1234,0.4092,1,0,0,0.83364,0.089533,0.05,0.886851,0.738412,95059.956,578.473984
54,16,10800,13352,181837.0,1.0,0.5933,10830,13050,2250,-302,0.0,0,0,0,0.626667,0.0,0.033333,1.0,0.946809,67316.0574,409.642394
55,16,10800,12900,262804.0,1.0,0.243,10830,14070,3270,1170,0.3617,1,0,0,0.285587,0.025903,0.016667,0.911447,0.775585,97290.0408,592.044851
56,16,12600,14591,166858.0,1.0,0.2957,12630,14670,2070,79,0.0384,1,0,0,0.312874,0.000478,0.016667,0.998535,0.943816,61770.8316,375.897702
57,16,12600,15700,118009.0,1.0,0.8351,12630,16020,3420,320,0.1786,1,0,0,0.916634,0.031492,0.05,0.975142,0.888448,43686.9318,265.850675
58,16,12600,15691,239354.0,1.0,0.5933,12630,15570,2970,-121,0.0,0,0,0,0.626667,0.0,0.033333,1.0,0.946809,88608.8508,539.216691
59,16,12600,15302,132254.0,1.0,0.89,12630,14520,1920,-782,0.0,0,0,0,0.94,0.0,0.05,1.0,0.946809,48960.4308,297.941811
60,16,12600,15295,287611.0,1.0,0.2653,12630,16170,3570,875,0.2477,1,0,0,0.298855,0.016887,0.016667,0.953791,0.846706,106473.5922,647.930061
61,16,12600,15203,239264.0,1.0,0.4058,13230,16620,4020,1417,0.5295,1,0,0,0.51765,0.078485,0.033333,0.826037,0.647604,88575.5328,539.013939
62,16,12600,14830,133242.0,1.0,0.5933,12630,14250,1650,-580,0.0,0,0,0,0.626667,0.0,0.033333,1.0,0.946809,49326.1884,300.167578
63,16,12600,15535,160302.0,1.0,0.89,12630,15120,2520,-415,0.0,0,0,0,0.94,0.0,0.05,1.0,0.946809,59343.8004,361.128346
