kid,depth,arrival_s,deadline_s,delivered_images,delivery_fraction,utility,first_delivery_s,completion_s,completion_delay_s,lateness_s,late_image_fraction,deadline_violated,dropped,rejected,u_quality,u_tardiness,u_cost,u_coverage_gain,u_norm,enc_energy_j,tx_energy_j
24,16,5400,8436,192588.0,1.0,0.2967,5430,7800,2400,-636,0.0,0,0,0,0.313333,0.0,0.016667,1.0,0.946809,71296.0776,433.862246
25,8,5400,7608,194489.5,0.9967,0.2729,5430,,,,0.0872,1,0,0,0.287788,0.002473,0.012458,0.992373,0.870821,72000.0,219.072934
26,8,5400,8893,212900.0,1.0,0.8325,5430,8040,2640,-853,0.0,0,0,0,0.87,0.0,0.0375,1.0,0.885638,78815.58,239.81056
27,16,5400,8699,187430.0,1.0,0.2967,5430,7740,2340,-959,0.0,0,0,0,0.313333,0.0,0.016667,1.0,0.946809,69386.586,422.242304
28,16,5400,7375,170178.3,0.7532,0.8291,5430,,,,0.0538,1,0,0,0.869684,0.002917,0.037658,0.925196,0.882031,63000.0,383.377634
29,16,5400,8698,162473.0,1.0,0.89,5430,7560,2160,-1138,0.0,0,0,0,0.94,0.0,0.05,1.0,0.946809,60147.5046,366.019174
30,16,5400,8715,187043.0,1.0,0.89,5430,8640,3240,-75,0.0,0,0,0,0.94,0.0,0.05,1.0,0.946809,69243.3186,421.37047
31,16,5400,7719,177496.0,1.0,0.89,5430,7620,2220,-99,0.0,0,0,0,0.94,0.0,0.05,1.0,0.946809,65709.0192,399.862989
32,16,7200,10146,147911.0,1.0,0.89,7230,9180,1980,-966,0.0,0,0,0,0.94,0.0,0.05,1.0,0.946809,54756.6522,333.213901
33,16,7200,9360,127950.0,1.0,0.89,7230,9330,2130,-30,0.0,0,0,0,0.94,0.0,0.05,1.0,0.946809,47367.09,288.24576
34,16,7200,10435,260980.0,1.0,0.2935,7230,10620,3420,185,0.0675,1,0,0,0.311883,0.001682,0.016667,0.995373,0.936812,96614.796,587.935744
35,16,7200,10197,255267.4,0.9918,0.8813,7230,,,,0.0567,1,0,0,0.934586,0.003686,0.049589,0.99424,0.937565,94500.0,575.066451
36,16,7200,9499,194313.0,1.0,0.8856,7230,9600,2400,101,0.0491,1,0,0,0.937891,0.002262,0.05,0.997757,0.942159,71934.6726,437.748326
37,16,7200,9826,224062.6,0.8747,0.5698,7230,,,,0.0624,1,0,0,0.601996,0.003087,0.029158,0.960632,0.909177,82947.975852,504.768233
38,16,7200,9067,165316.0,0.822,0.5607,7230,,,,0.0725,1,0,0,0.592007,0.003951,0.027399,0.944692,0.894666,61200.0,372.423987
39,16,7200,9206,127959.0,1.0,0.2967,7230,8790,1590,-416,0.0,0,0,0,0.313333,0.0,0.016667,1.0,0.946809,47370.4218,288.266035
40,16,9000,11978,187923.0,1.0,0.89,9030,11460,2460,-518,0.0,0,0,0,0.94,0.0,0.05,1.0,0.946809,69569.0946,423.352934
41,8,9000,11817,194219.0,1.0,0.8309,9030,11850,2850,33,0.0549,1,0,0,0.869234,0.000827,0.0375,0.99912,0.883944,71899.8738,218.768282
42,16,9000,11834,115839.0,1.0,0.89,9030,10440,1440,-1394,0.0,0,0,0,0.94,0.0,0.05,1.0,0.946809,42883.5978,260.962099
43,16,9000,11796,226944.0,1.0,0.5932,9030,11820,2820,24,0.0037,1,0,0,0.626616,5e-05,0.033333,0.999919,0.946648,84014.6688,511.259443
44,16,9000,12231,118113.0,1.0,0.5933,9150,10470,1470,-1761,0.0,0,0,0,0.626667,0.0,0.033333,1.0,0.946809,43725.4326,266.084966
45,16,9000,10855,145634.9,0.9057,0.5799,9030,,,,0.0,1,0,0,0.610128,0.0,0.030192,0.973609,0.925431,53914.026989,328.086224
46,16,9000,12569,169500.0,1.0,0.5933,9030,12270,3270,-299,0.0,0,0,0,0.626667,0.0,0.033333,1.0,0.946809,62748.9,381.8496
47,8,9000,11535,142917.0,1.0,0.2775,9030,10770,1770,-765,0.0,0,0,0,0.29,0.0,0.0125,1.0,0.885638,52907.8734,160.981709
48,16,10800,12662,170178.3,0.57,0.7244,10830,,,,0.0651,1,0,0,0.760167,0.007224,0.028502,0.808688,0.770681,63000.0,383.377634
49,16,10800,12705,146788.0,1.0,0.89,10830,12690,1890,-15,0.0,0,0,0,0.94,0.0,0.05,1.0,0.946809,54340.9176,330.684006
50,16,10800,14252,271135.0,1.0,0.2967,10830,14250,3450,-2,0.0,0,0,0,0.313333,0.0,0.016667,1.0,0.946809,100374.177,610.812928
51,16,10800,13792,158719.0,1.0,0.5933,10830,12900,2100,-892,0.0,0,0,0,0.626667,0.0,0.033333,1.0,0.946809,58757.7738,357.562163
52,16,10800,13509,125256.0,1.0,0.5933,10830,12360,1560,-1149,0.0,0,0,0,0.626667,0.0,0.033333,1.0,0.946809,46369.7712,282.176717
53,16,10800,13796,255267.4,0.9941,0.8812,10830,,,,0.0613,1,0,0,0.934934,0.003985,0.049705,0.994611,0.937494,94500.0,575.066451
54,16,10800,13352,181837.0,1.0,0.5933,10830,13290,2490,-62,0.0,0,0,0,0.626667,0.0,0.033333,1.0,0.946809,67316.0574,409.642394
55,16,10800,12900,175837.1,0.6691,0.2641,10830,,,,0.0308,1,0,0,0.275558,0.000308,0.011151,0.87944,0.842869,65094.878441,396.125722
56,16,12600,14591,166858.0,1.0,0.2957,12630,14670,2070,79,0.0384,1,0,0,0.312874,0.000478,0.016667,0.998535,0.943816,61770.8316,375.897702
57,16,12600,15700,118009.0,1.0,0.89,12630,14070,1470,-1630,0.0,0,0,0,0.94,0.0,0.05,1.0,0.946809,43686.9318,265.850675
58,16,12600,15691,239354.0,1.0,0.5933,12630,15570,2970,-121,0.0,0,0,0,0.626667,0.0,0.033333,1.0,0.946809,88608.8508,539.216691
59,16,12600,15302,132254.0,1.0,0.89,12630,14490,1890,-812,0.0,0,0,0,0.94,0.0,0.05,1.0,0.946809,48960.4308,297.941811
60,16,12600,15295,230956.2,0.803,0.2805,12630,,,,0.0507,1,0,0,0.295059,0.001128,0.013384,0.941677,0.895363,85500.0,520.298217
61,8,12600,15203,223662.9,0.9348,0.541,13230,,,,0.061,1,0,0,0.567151,0.00278,0.02337,0.977847,0.8633,82800.0,251.933874
62,16,12600,14830,133242.0,1.0,0.5933,12630,14250,1650,-580,0.0,0,0,0,0.626667,0.0,0.033333,1.0,0.946809,49326.1884,300.167578
63,16,12600,15535,160302.0,1.0,0.89,12630,14670,2070,-865,0.0,0,0,0,0.94,0.0,0.05,1.0,0.946809,59343.8004,361.128346
