kid,depth,arrival_s,deadline_s,delivered_images,delivery_fraction,utility,first_delivery_s,completion_s,completion_delay_s,lateness_s,late_image_fraction,deadline_violated,dropped,rejected,u_quality,u_tardiness,u_cost,u_coverage_gain,u_norm,enc_energy_j,tx_energy_j
26,4,5400,8893,212900.0,1.0,0.7387,5430,8040,2640,-853,0.0,0,0,0,0.77,0.0,0.03125,1.0,0.785904,78815.58,119.90528
27,4,5400,8699,187430.0,1.0,0.2463,5430,7740,2340,-959,0.0,0,0,0,0.256667,0.0,0.010417,1.0,0.785904,69386.586,105.560576
28,4,5400,7375,225953.0,1.0,0.6334,5430,8190,2790,815,0.3006,1,0,0,0.725472,0.06082,0.03125,0.942171,0.673831,83647.8006,127.25673
29,4,5400,8698,162473.0,1.0,0.7388,5430,7410,2010,-1288,0.0,0,0,0,0.77,0.0,0.03125,1.0,0.785904,60147.5046,91.504794
30,4,5400,8715,187043.0,1.0,0.7388,5430,7710,2310,-1005,0.0,0,0,0,0.77,0.0,0.03125,1.0,0.785904,69243.3186,105.342618
31,4,5400,7719,177496.0,1.0,0.7388,5430,7620,2220,-99,0.0,0,0,0,0.77,0.0,0.03125,1.0,0.785904,65709.0192,99.965747
32,4,7200,10146,147911.0,1.0,0.7388,7230,9030,1830,-1116,0.0,0,0,0,0.77,0.0,0.03125,1.0,0.785904,54756.6522,83.303475
33,4,7200,9360,127950.0,1.0,0.7387,7230,8790,1590,-570,0.0,0,0,0,0.77,0.0,0.03125,1.0,0.785904,47367.09,72.06144
34,4,7200,10435,260980.0,1.0,0.2462,7230,10440,3240,5,0.0033,1,0,0,0.256663,5e-06,0.010417,0.999985,0.785877,96614.796,146.983936
35,4,7200,10197,257385.0,1.0,0.7303,7230,10380,3180,183,0.0649,1,0,0,0.766529,0.004941,0.03125,0.995492,0.776954,95283.927,144.959232
36,4,7200,9499,194313.0,1.0,0.7348,7230,9600,2400,101,0.0491,1,0,0,0.768273,0.002262,0.03125,0.997757,0.78166,71934.6726,109.437082
37,4,7200,9826,256146.0,1.0,0.4579,7230,10380,3180,554,0.1743,1,0,0,0.499781,0.021086,0.020833,0.973599,0.730629,94825.2492,144.261427
38,4,7200,9067,201121.0,1.0,0.439,7230,9690,2490,623,0.2506,1,0,0,0.492091,0.032226,0.020833,0.958619,0.700582,74454.9942,113.271347
39,4,7200,9206,127959.0,1.0,0.2462,7230,8790,1590,-416,0.0,0,0,0,0.256667,0.0,0.010417,1.0,0.785904,47370.4218,72.066509
40,4,9000,11978,187923.0,1.0,0.7388,9030,11340,2340,-638,0.0,0,0,0,0.77,0.0,0.03125,1.0,0.785904,69569.0946,105.838234
41,4,9000,11817,194219.0,1.0,0.7387,9030,11400,2400,-417,0.0,0,0,0,0.77,0.0,0.03125,1.0,0.785904,71899.8738,109.384141
42,4,9000,11834,115839.0,1.0,0.7387,9030,10440,1440,-1394,0.0,0,0,0,0.77,0.0,0.03125,1.0,0.785904,42883.5978,65.240525
43,4,9000,11796,226944.0,1.0,0.4924,9030,11820,2820,24,0.0037,1,0,0,0.513292,5e-05,0.020833,0.999919,0.785758,84014.6688,127.814861
44,4,9000,12231,118113.0,1.0,0.4925,9030,10470,1470,-1761,0.0,0,0,0,0.513333,0.0,0.020833,1.0,0.785904,43725.4326,66.521242
45,4,9000,10855,160790.0,1.0,0.4874,9030,11010,2010,155,0.0777,1,0,0,0.511181,0.002913,0.020833,0.995807,0.77782,59524.458,90.556928
46,4,9000,12569,169500.0,1.0,0.4925,9030,11100,2100,-1469,0.0,0,0,0,0.513333,0.0,0.020833,1.0,0.785904,62748.9,95.4624
47,4,9000,11535,142917.0,1.0,0.2462,9030,10770,1770,-765,0.0,0,0,0,0.256667,0.0,0.010417,1.0,0.785904,52907.8734,80.490854
48,4,10800,12662,298534.0,1.0,0.4921,10830,14490,3690,1828,0.4951,1,0,0,0.637882,0.114483,0.03125,0.828418,0.523563,110517.2868,168.134349
49,4,10800,12705,146788.0,1.0,0.7388,10830,12630,1830,-75,0.0,0,0,0,0.77,0.0,0.03125,1.0,0.785904,54340.9176,82.671002
50,4,10800,14252,271135.0,1.0,0.2462,10830,14160,3360,-92,0.0,0,0,0,0.256667,0.0,0.010417,1.0,0.785904,100374.177,152.703232
51,4,10800,13792,158719.0,1.0,0.4925,10830,12780,1980,-1012,0.0,0,0,0,0.513333,0.0,0.020833,1.0,0.785904,58757.7738,89.390541
52,4,10800,13509,125256.0,1.0,0.4925,10830,12360,1560,-1149,0.0,0,0,0,0.513333,0.0,0.020833,1.0,0.785904,46369.7712,70.544179
53,4,10800,13796,256780.0,1.0,0.7308,10830,13980,3180,184,0.0627,1,0,0,0.766718,0.004647,0.03125,0.995737,0.777469,95059.956,144.618496
54,4,10800,13352,181837.0,1.0,0.4925,10830,13050,2250,-302,0.0,0,0,0,0.513333,0.0,0.020833,1.0,0.785904,67316.0574,102.410598
55,4,10800,12900,262804.0,1.0,0.1976,10830,14070,3270,1170,0.3617,1,0,0,0.233938,0.025903,0.010417,0.911447,0.630695,97290.0408,148.011213
56,4,12600,14591,166858.0,1.0,0.2454,12630,14670,2070,79,0.0384,1,0,0,0.256291,0.000478,0.010417,0.998535,0.783177,61770.8316,93.974426
57,4,12600,15700,118009.0,1.0,0.7388,12630,14070,1470,-1630,0.0,0,0,0,0.77,0.0,0.03125,1.0,0.785904,43686.9318,66.462669
58,4,12600,15691,239354.0,1.0,0.4925,12630,15570,2970,-121,0.0,0,0,0,0.513333,0.0,0.020833,1.0,0.785904,88608.8508,134.804173
59,4,12600,15302,132254.0,1.0,0.7387,12630,14250,1650,-1052,0.0,0,0,0,0.77,0.0,0.03125,1.0,0.785904,48960.4308,74.485453
60,4,12600,15295,287611.0,1.0,0.2175,12630,16170,3570,875,0.2477,1,0,0,0.244806,0.016887,0.010417,0.953791,0.694159,106473.5922,161.982515
61,4,12600,15203,239264.0,1.0,0.4729,12630,15570,2970,367,0.1262,1,0,0,0.505852,0.012114,0.020833,0.985427,0.754636,88575.5328,134.753485
62,4,12600,14830,133242.0,1.0,0.4925,12630,14250,1650,-580,0.0,0,0,0,0.513333,0.0,0.020833,1.0,0.785904,49326.1884,75.041894
63,4,12600,15535,160302.0,1.0,0.7387,12630,14580,1980,-955,0.0,0,0,0,0.77,0.0,0.03125,1.0,0.785904,59343.8004,90.282086
