kid,depth,arrival_s,deadline_s,delivered_images,delivery_fraction,utility,first_delivery_s,completion_s,completion_delay_s,lateness_s,late_image_fraction,deadline_violated,dropped,rejected,u_quality,u_tardiness,u_cost,u_coverage_gain,u_norm,enc_energy_j,tx_energy_j
14,8,1800,3722,120052.5,0.5,0.4303,2010,,,,0.0666,1,1,0,0.444913,0.002146,0.0125,0.767091,0.686596,44443.4355,135.227136
15,16,1800,5208,154117.6,0.524,0.4594,2310,,,,0.0815,1,1,0,0.482801,0.005979,0.017465,0.770428,0.733016,57054.333136,347.196115
16,16,3600,6768,217748.3,0.9243,0.8674,4200,,,,0.0565,1,1,0,0.917014,0.003395,0.046215,0.975547,0.922771,80610.40483,490.543274
17,8,3600,6240,138927.0,1.0,0.555,4110,6240,2640,0,0.0383,0,0,0,0.579998,2e-06,0.025,0.999997,0.885633,51430.7754,156.487373
18,16,3600,6384,146081.4,0.732,0.2667,3660,,,,0.1068,1,1,0,0.282177,0.003294,0.0122,0.900565,0.851116,54079.331257,329.09216
19,8,3600,6630,113488.7,0.8673,0.7998,4260,,,,0.1173,1,1,0,0.835132,0.002819,0.032522,0.959921,0.850841,42013.50021,127.833621
20,16,3600,6060,120532.9,0.4237,0.5518,4050,,,,0.1311,1,1,0,0.59286,0.019897,0.021183,0.630702,0.587,44621.271307,271.536467
21,8,3600,5986,216369.5,0.7372,0.4991,3960,,,,0.0828,1,1,0,0.52439,0.00686,0.01843,0.904121,0.796437,80100.0,243.718639
22,4,3600,5537,177471.6,0.6313,0.4139,5040,,,,0.0778,1,1,0,0.43278,0.005753,0.013153,0.843078,0.660437,65700.0,99.952026
23,8,3600,5741,182333.9,0.9403,0.8152,4230,,,,0.0501,1,1,0,0.85317,0.002677,0.035261,0.980655,0.867268,67500.0,205.380875
24,16,5400,8436,176194.6,0.9149,0.2886,5580,,,,0.0553,1,1,0,0.304892,0.001061,0.015248,0.973058,0.921008,65227.229141,396.931123
25,2,5400,7608,187196.1,0.9593,0.2039,6630,,,,0.0498,1,1,0,0.213689,0.00079,0.008993,0.986255,0.650762,69300.0,52.714425
26,8,5400,8893,212900.0,1.0,0.8325,5550,8880,3480,-13,0.0,0,0,0,0.87,0.0,0.0375,1.0,0.885638,78815.58,239.81056
27,8,5400,8699,187430.0,1.0,0.2753,6060,8790,3390,91,0.1021,1,0,0,0.288981,0.001162,0.0125,0.996487,0.878678,69386.586,211.121152
28,8,5400,7375,170178.3,0.7532,0.7738,6030,,,,0.0538,1,1,0,0.80492,0.002917,0.028243,0.925196,0.823149,63000.0,191.688817
29,4,5400,8698,162473.0,1.0,0.7388,6780,8280,2880,-418,0.0,0,0,0,0.77,0.0,0.03125,1.0,0.785904,60147.5046,91.504794
30,16,5400,8715,174002.8,0.9303,0.8722,5550,,,,0.0142,1,1,0,0.920292,0.001603,0.046514,0.979034,0.927846,64415.838068,391.993517
31,16,5400,7719,151193.8,0.8518,0.8488,5460,,,,0.075,1,1,0,0.896474,0.005068,0.042591,0.953696,0.902995,55971.946023,340.6094
32,8,7200,10146,147911.0,1.0,0.8325,7980,10140,2940,-6,0.0,0,0,0,0.87,0.0,0.0375,1.0,0.885638,54756.6522,166.60695
33,16,7200,9360,117214.8,0.9161,0.8574,7800,,,,0.1249,1,1,0,0.911017,0.007811,0.045805,0.969167,0.912129,43392.908864,264.06144
34,16,7200,10435,123072.8,0.4716,0.2004,7230,,,,0.1327,1,1,0,0.214788,0.006522,0.00786,0.685492,0.639593,45561.541193,277.258347
35,8,7200,10197,255267.4,0.9918,0.8241,7830,,,,0.0679,1,0,0,0.864961,0.003715,0.037191,0.994208,0.876654,94500.0,287.533225
36,16,7200,9499,105784.5,0.5444,0.6855,7260,,,,0.1234,1,1,0,0.726211,0.013474,0.02722,0.772565,0.729273,39161.40928,238.311245
37,16,7200,9826,136033.8,0.5311,0.464,7230,,,,0.0832,1,1,0,0.487208,0.005502,0.017703,0.777459,0.74043,50359.730114,306.45705
38,16,7200,9067,125517.0,0.6241,0.494,7350,,,,0.1059,1,1,0,0.522305,0.007536,0.020803,0.833466,0.788244,46466.404725,282.764767
39,8,7200,9206,127959.0,1.0,0.2775,7680,9180,1980,-26,0.0,0,0,0,0.29,0.0,0.0125,1.0,0.885638,47370.4218,144.133018
40,16,9000,11978,187923.0,1.0,0.89,9060,11970,2970,-8,0.0,0,0,0,0.94,0.0,0.05,1.0,0.946809,69569.0946,423.352934
41,16,9000,11817,190748.7,0.9821,0.8724,9030,,,,0.096,1,0,0,0.92893,0.007446,0.049107,0.988224,0.928062,70615.163352,429.718639
42,8,9000,11834,115839.0,1.0,0.8325,9600,11820,2820,-14,0.0,0,0,0,0.87,0.0,0.0375,1.0,0.885638,42883.5978,130.48105
43,4,9000,11796,226944.0,1.0,0.4851,10380,11880,2880,84,0.1397,1,0,0,0.510091,0.004178,0.020833,0.993683,0.774063,84014.6688,127.814861
44,8,9000,12231,118113.0,1.0,0.555,10830,12210,3210,-21,0.0,0,0,0,0.58,0.0,0.025,1.0,0.885638,43725.4326,133.042483
45,8,9000,10855,160453.8,0.9979,0.5497,9540,,,,0.0756,1,0,0,0.577365,0.002733,0.024948,0.995458,0.877156,59400.0,180.73517
46,8,9000,12569,169500.0,1.0,0.555,9480,12510,3510,-59,0.0,0,0,0,0.58,0.0,0.025,1.0,0.885638,62748.9,190.9248
47,16,9000,11535,107216.1,0.7502,0.2789,9510,,,,0.0,1,1,0,0.291417,0.0,0.012503,0.930056,0.890151,39691.40625,241.536467
48,16,10800,12662,149267.0,0.5,0.6724,10860,,,,0.074,1,1,0,0.705909,0.008506,0.025,0.750967,0.715322,55258.6434,336.268698
49,16,10800,12705,107216.1,0.7304,0.7769,11400,,,,0.1633,1,1,0,0.831748,0.018376,0.036521,0.884839,0.826437,39691.40625,241.536467
50,8,10800,14252,203351.2,0.75,0.2515,11160,,,,0.1159,1,1,0,0.264107,0.003275,0.009375,0.910714,0.802524,75280.63275,229.054848
51,8,10800,13792,158719.0,1.0,0.555,11430,13770,2970,-22,0.0,0,0,0,0.58,0.0,0.025,1.0,0.885638,58757.7738,178.781082
52,8,10800,13509,125256.0,1.0,0.555,11430,13500,2700,-9,0.0,0,0,0,0.58,0.0,0.025,1.0,0.885638,46369.7712,141.088358
53,4,10800,13796,255267.4,0.9941,0.731,12330,,,,0.0888,1,0,0,0.765937,0.003852,0.031066,0.994723,0.77768,94500.0,143.766613
54,16,10800,13352,170636.8,0.9384,0.5778,11040,,,,0.0732,1,1,0,0.612686,0.003583,0.03128,0.97769,0.922058,63169.745884,384.410598
55,8,10800,12900,194054.4,0.7384,0.2481,11460,,,,0.1001,1,1,0,0.26144,0.004103,0.00923,0.901517,0.791829,71838.920455,218.58282
56,16,12600,14591,162247.4,0.9724,0.2914,12840,,,,0.0798,1,1,0,0.309341,0.001752,0.016206,0.98726,0.929946,60063.979207,365.510892
57,16,12600,15700,101823.5,0.8628,0.8403,12660,,,,0.1354,1,1,0,0.894162,0.010728,0.043142,0.951236,0.893927,37695.063907,229.388006
58,8,12600,15691,239354.0,1.0,0.555,13260,15690,3090,-1,0.0,0,0,0,0.58,0.0,0.025,1.0,0.885638,88608.8508,269.608346
59,8,12600,15302,132254.0,1.0,0.8325,13020,15300,2700,-2,0.0,0,0,0,0.87,0.0,0.0375,1.0,0.885638,48960.4308,148.970906
60,4,12600,15295,230956.2,0.803,0.2281,13980,,,,0.1691,1,1,0,0.23929,0.002857,0.008365,0.932298,0.727876,85500.0,130.074554
61,4,12600,15203,221231.8,0.9246,0.4799,13650,,,,0.0508,1,1,0,0.501096,0.001893,0.019263,0.976162,0.765861,81900.0,124.597731
62,16,12600,14830,133242.0,1.0,0.5933,12720,14820,2220,-10,0.0,0,0,0,0.626667,0.0,0.033333,1.0,0.946809,49326.1884,300.167578
63,4,12600,15535,160302.0,1.0,0.7388,13980,15510,2910,-25,0.0,0,0,0,0.77,0.0,0.03125,1.0,0.785904,59343.8004,90.282086
