kid,depth,arrival_s,deadline_s,delivered_images,delivery_fraction,utility,first_delivery_s,completion_s,completion_delay_s,lateness_s,late_image_fraction,deadline_violated,dropped,rejected,u_quality,u_tardiness,u_cost,u_coverage_gain,u_norm,enc_energy_j,tx_energy_j
14,2,1800,3722,170178.3,0.7088,0.3711,3480,,,,0.0608,1,1,0,0.387851,0.003479,0.013289,0.89504,0.592153,63000.0,47.922204
15,16,1800,5208,228985.8,0.7785,0.5541,2010,,,,0.0634,1,1,0,0.583607,0.003594,0.02595,0.931288,0.884143,84770.532658,515.859146
16,8,3600,6768,235584.0,1.0,0.8325,4260,6750,3150,-18,0.0,0,0,0,0.87,0.0,0.0375,1.0,0.885638,87213.1968,265.361818
17,8,3600,6240,138927.0,1.0,0.5505,3810,6330,2730,90,0.1065,1,0,0,0.57792,0.00242,0.025,0.996415,0.878459,51430.7754,156.487373
18,16,3600,6384,169284.2,0.8483,0.2848,3660,,,,0.0133,1,1,0,0.299549,0.000579,0.014138,0.956007,0.909039,62669.019368,381.363498
19,16,3600,6630,121217.9,0.9263,0.8646,3660,,,,0.1018,1,1,0,0.915969,0.005095,0.046317,0.974435,0.919742,44874.871674,273.079716
20,16,3600,6060,142253.0,0.5,0.6587,3900,,,,0.0966,1,1,0,0.69576,0.012054,0.025,0.74017,0.70075,52662.0606,320.467558
21,16,3600,5986,216369.5,0.7372,0.5344,3660,,,,0.0877,1,1,0,0.566123,0.007107,0.024573,0.903388,0.852835,80100.0,487.437277
22,8,3600,5537,175040.5,0.6227,0.4673,4260,,,,0.0692,1,1,0,0.48754,0.004682,0.015567,0.840586,0.745677,64800.0,197.16564
23,8,3600,5741,169008.4,0.8716,0.7892,4230,,,,0.1373,1,1,0,0.830954,0.009048,0.032684,0.955119,0.839598,62566.903227,190.371042
24,4,5400,8436,192588.0,1.0,0.2403,6780,8550,3150,114,0.1947,1,0,0,0.25408,0.003403,0.010417,0.989922,0.76679,71296.0776,108.465562
25,16,5400,7608,183121.0,0.9384,0.2886,5460,,,,0.0819,1,1,0,0.306198,0.001981,0.01564,0.977228,0.920992,67791.382422,412.534917
26,4,5400,8893,212900.0,1.0,0.7388,6780,8880,3480,-13,0.0,0,0,0,0.77,0.0,0.03125,1.0,0.785904,78815.58,119.90528
27,16,5400,8699,124375.8,0.6636,0.2497,5790,,,,0.1421,1,1,0,0.266122,0.005371,0.01106,0.849326,0.796888,46043.928873,280.193849
28,8,5400,7375,169464.8,0.75,0.7424,6030,,,,0.1725,1,1,0,0.784976,0.014409,0.028125,0.902272,0.789832,62735.85045,190.885094
29,4,5400,8698,162473.0,1.0,0.7388,6810,8580,3180,-118,0.0,0,0,0,0.77,0.0,0.03125,1.0,0.785904,60147.5046,91.504794
30,16,5400,8715,187043.0,1.0,0.8832,5520,8850,3450,135,0.0507,1,0,0,0.936783,0.003565,0.05,0.996578,0.939594,69243.3186,421.37047
31,16,5400,7719,173975.3,0.9802,0.8762,5520,,,,0.075,1,0,0,0.930255,0.005068,0.049008,0.989633,0.932106,64405.645964,391.931494
32,4,7200,10146,147911.0,1.0,0.7388,8400,10080,2880,-66,0.0,0,0,0,0.77,0.0,0.03125,1.0,0.785904,54756.6522,83.303475
33,16,7200,9360,127950.0,1.0,0.89,7800,9360,2160,0,0.0005,0,0,0,0.94,0.0,0.05,1.0,0.946808,47367.09,288.24576
34,8,7200,10435,260980.0,1.0,0.2774,7860,10440,3240,5,0.0204,1,0,0,0.289972,2.9e-05,0.0125,0.999904,0.885458,96614.796,293.967872
35,8,7200,10197,255267.4,0.9918,0.8241,7860,,,,0.0679,1,0,0,0.864961,0.003715,0.037191,0.994208,0.876654,94500.0,287.533225
36,8,7200,9499,194313.0,1.0,0.8283,7860,9600,2400,101,0.0491,1,0,0,0.868048,0.002262,0.0375,0.997757,0.881156,71934.6726,218.874163
37,16,7200,9826,161847.2,0.6319,0.5021,7260,,,,0.0832,1,1,0,0.528688,0.005502,0.021062,0.843652,0.801262,59915.838068,364.6094
38,16,7200,9067,124718.6,0.6201,0.4926,7350,,,,0.1059,1,1,0,0.520812,0.007537,0.020671,0.831084,0.786072,46170.832268,280.966102
39,16,7200,9206,127959.0,1.0,0.2953,7590,9300,2100,94,0.0673,1,0,0,0.312647,0.000718,0.016667,0.99781,0.942328,47370.4218,288.266035
40,16,9000,11978,187923.0,1.0,0.89,9090,11970,2970,-8,0.0,0,0,0,0.94,0.0,0.05,1.0,0.946809,69569.0946,423.352934
41,16,9000,11817,145664.2,0.75,0.8092,9060,,,,0.1098,1,1,0,0.856594,0.0099,0.0375,0.91127,0.860844,53924.90535,328.152422
42,4,9000,11834,115839.0,1.0,0.7388,10290,11820,2820,-14,0.0,0,0,0,0.77,0.0,0.03125,1.0,0.785904,42883.5978,65.240525
43,16,9000,11796,155838.5,0.6867,0.5176,9060,,,,0.0939,1,1,0,0.547259,0.006731,0.022889,0.873285,0.826019,57691.40625,351.072934
44,4,9000,12231,118113.0,1.0,0.4925,10140,12210,3210,-21,0.0,0,0,0,0.513333,0.0,0.020833,1.0,0.785904,43725.4326,66.521242
45,8,9000,10855,120592.5,0.75,0.4662,9690,,,,0.2982,1,1,0,0.505659,0.020719,0.01875,0.871825,0.74392,44643.3435,135.835392
46,4,9000,12569,169500.0,1.0,0.4925,10230,12510,3510,-59,0.0,0,0,0,0.513333,0.0,0.020833,1.0,0.785904,62748.9,95.4624
47,8,9000,11535,80609.7,0.564,0.219,9510,,,,0.064,1,1,0,0.230772,0.00476,0.00705,0.795764,0.698814,29841.720791,90.798796
48,8,10800,12662,149267.0,0.5,0.5324,11430,,,,0.2143,1,1,0,0.584443,0.033247,0.01875,0.671774,0.566433,55258.6434,168.134349
49,16,10800,12705,146788.0,1.0,0.89,11430,12690,1890,-15,0.0,0,0,0,0.94,0.0,0.05,1.0,0.946809,54340.9176,330.684006
50,4,10800,14252,271135.0,1.0,0.2463,12180,14250,3450,-2,0.0,0,0,0,0.256667,0.0,0.010417,1.0,0.785904,100374.177,152.703232
51,16,10800,13792,158719.0,1.0,0.5933,10860,13650,2850,-142,0.0,0,0,0,0.626667,0.0,0.033333,1.0,0.946809,58757.7738,357.562163
52,8,10800,13509,125256.0,1.0,0.555,11430,13500,2700,-9,0.0,0,0,0,0.58,0.0,0.025,1.0,0.885638,46369.7712,141.088358
53,8,10800,13796,255267.4,0.9941,0.8244,11280,,,,0.0681,1,0,0,0.865478,0.003781,0.037279,0.994802,0.87704,94500.0,287.533225
54,8,10800,13352,160065.7,0.8803,0.5252,11490,,,,0.1465,1,1,0,0.554414,0.007166,0.022007,0.955886,0.83815,59256.327286,180.29802
55,16,10800,12900,194489.5,0.7401,0.2654,11130,,,,0.1091,1,1,0,0.282191,0.004468,0.012334,0.900608,0.846985,72000.0,438.145867
56,8,12600,14591,165127.8,0.9896,0.2704,13830,,,,0.1596,1,0,0,0.286256,0.003504,0.01237,0.98709,0.862918,61130.326705,186.0
57,8,12600,15700,118009.0,1.0,0.8325,13830,15720,3120,20,0.0012,1,0,0,0.869982,2e-05,0.0375,0.999979,0.885598,43686.9318,132.925338
58,16,12600,15691,223223.6,0.9326,0.5786,12660,,,,0.0556,1,1,0,0.612407,0.002753,0.031087,0.977245,0.923245,82637.38247,502.878161
59,8,12600,15302,123395.7,0.933,0.7922,13410,,,,0.197,1,1,0,0.841571,0.014349,0.034988,0.967323,0.842802,45681.086606,138.992912
60,8,12600,15295,215708.3,0.75,0.2436,13230,,,,0.1759,1,1,0,0.259491,0.006497,0.009375,0.894797,0.777509,79855.19415,242.973773
61,8,12600,15203,167192.0,0.6988,0.4898,13260,,,,0.0697,1,1,0,0.512995,0.005761,0.017469,0.884474,0.781539,61894.481576,188.325078
62,8,12600,14830,133242.0,1.0,0.555,13020,14820,2220,-10,0.0,0,0,0,0.58,0.0,0.025,1.0,0.885638,49326.1884,150.083789
63,4,12600,15535,160302.0,1.0,0.7388,13980,15510,2910,-25,0.0,0,0,0,0.77,0.0,0.03125,1.0,0.785904,59343.8004,90.282086
