kid,depth,arrival_s,deadline_s,delivered_images,delivery_fraction,utility,first_delivery_s,completion_s,completion_delay_s,lateness_s,late_image_fraction,deadline_violated,dropped,rejected,u_quality,u_tardiness,u_cost,u_coverage_gain,u_norm,enc_energy_j,tx_energy_j
24,16,5400,8436,192588.0,1.0,0.2967,5430,7800,2400,-636,0.0,0,0,0,0.313333,0.0,0.016667,1.0,0.946809,71296.0776,433.862246
25,8,5400,7608,194489.5,0.9967,0.2729,5430,,,,0.0872,1,0,0,0.287787,0.002474,0.012458,0.992369,0.870813,72000.0,219.072934
26,16,5400,8893,212900.0,1.0,0.89,5430,8040,2640,-853,0.0,0,0,0,0.94,0.0,0.05,1.0,0.946809,78815.58,479.62112
27,16,5400,8699,187430.0,1.0,0.2967,5430,7740,2340,-959,0.0,0,0,0,0.313333,0.0,0.016667,1.0,0.946809,69386.586,422.242304
28,16,5400,7375,170178.3,0.7532,0.8291,5430,,,,0.0538,1,0,0,0.869674,0.002923,0.037658,0.925185,0.882014,63000.0,383.377634
29,16,5400,8698,162473.0,1.0,0.89,5430,7410,2010,-1288,0.0,0,0,0,0.94,0.0,0.05,1.0,0.946809,60147.5046,366.019174
30,16,5400,8715,187043.0,1.0,0.89,5430,7740,2340,-975,0.0,0,0,0,0.94,0.0,0.05,1.0,0.946809,69243.3186,421.37047
31,16,5400,7719,177496.0,1.0,0.89,5430,7620,2220,-99,0.0,0,0,0,0.94,0.0,0.05,1.0,0.946809,65709.0192,399.862989
32,16,7200,10146,147911.0,1.0,0.89,7230,9030,1830,-1116,0.0,0,0,0,0.94,0.0,0.05,1.0,0.946809,54756.6522,333.213901
33,16,7200,9360,127950.0,1.0,0.89,7230,8790,1590,-570,0.0,0,0,0,0.94,0.0,0.05,1.0,0.946809,47367.09,288.24576
34,16,7200,10435,260980.0,1.0,0.2967,7230,10440,3240,5,0.0034,1,0,0,0.313328,5e-06,0.016667,0.999984,0.946777,96614.796,587.935744
35,16,7200,10197,255267.4,0.9918,0.8813,7230,,,,0.0567,1,0,0,0.934586,0.003686,0.049589,0.99424,0.937565,94500.0,575.066451
36,16,7200,9499,194313.0,1.0,0.8856,7230,9600,2400,101,0.0491,1,0,0,0.937888,0.002266,0.05,0.997753,0.942152,71934.6726,437.748326
37,16,7200,9826,226094.0,0.8827,0.5714,7230,,,,0.0569,1,0,0,0.603621,0.002819,0.029423,0.963225,0.911776,83700.0,509.344571
38,16,7200,9067,165316.0,0.822,0.5607,7230,,,,0.0725,1,0,0,0.592006,0.003952,0.027399,0.94469,0.894661,61200.0,372.423987
39,16,7200,9206,127959.0,1.0,0.2967,7230,8790,1590,-416,0.0,0,0,0,0.313333,0.0,0.016667,1.0,0.946809,47370.4218,288.266035
40,16,9000,11978,187923.0,1.0,0.89,9030,11340,2340,-638,0.0,0,0,0,0.94,0.0,0.05,1.0,0.946809,69569.0946,423.352934
41,16,9000,11817,194219.0,1.0,0.89,9030,11400,2400,-417,0.0,0,0,0,0.94,0.0,0.05,1.0,0.946809,71899.8738,437.536563
42,16,9000,11834,115839.0,1.0,0.89,9030,10440,1440,-1394,0.0,0,0,0,0.94,0.0,0.05,1.0,0.946809,42883.5978,260.962099
43,16,9000,11796,226944.0,1.0,0.5932,9030,11820,2820,24,0.0037,1,0,0,0.626616,5e-05,0.033333,0.999919,0.946648,84014.6688,511.259443
44,16,9000,12231,118113.0,1.0,0.5933,9030,10470,1470,-1761,0.0,0,0,0,0.626667,0.0,0.033333,1.0,0.946809,43725.4326,266.084966
45,16,9000,10855,160790.0,1.0,0.5878,9030,11010,2010,155,0.0777,1,0,0,0.624032,0.002921,0.033333,0.995796,0.937943,59524.458,362.227712
46,16,9000,12569,169500.0,1.0,0.5933,9030,11100,2100,-1469,0.0,0,0,0,0.626667,0.0,0.033333,1.0,0.946809,62748.9,381.8496
47,8,9000,11535,142917.0,1.0,0.2775,9030,10770,1770,-765,0.0,0,0,0,0.29,0.0,0.0125,1.0,0.885638,52907.8734,160.981709
48,16,10800,12662,170178.3,0.57,0.7244,10830,,,,0.0651,1,0,0,0.760164,0.007226,0.028502,0.808686,0.770677,63000.0,383.377634
49,16,10800,12705,146788.0,1.0,0.89,10830,12630,1830,-75,0.0,0,0,0,0.94,0.0,0.05,1.0,0.946809,54340.9176,330.684006
50,16,10800,14252,271135.0,1.0,0.2967,10830,14220,3420,-32,0.0,0,0,0,0.313333,0.0,0.016667,1.0,0.946809,100374.177,610.812928
51,16,10800,13792,158719.0,1.0,0.5933,10830,12930,2130,-862,0.0,0,0,0,0.626667,0.0,0.033333,1.0,0.946809,58757.7738,357.562163
52,16,10800,13509,125256.0,1.0,0.5933,10830,12360,1560,-1149,0.0,0,0,0,0.626667,0.0,0.033333,1.0,0.946809,46369.7712,282.176717
53,16,10800,13796,255267.4,0.9941,0.8817,10830,,,,0.0568,1,0,0,0.935154,0.003743,0.049705,0.994844,0.937984,94500.0,575.066451
54,16,10800,13352,181837.0,1.0,0.5933,10830,13050,2250,-302,0.0,0,0,0,0.626667,0.0,0.033333,1.0,0.946809,67316.0574,409.642394
55,16,10800,12900,194489.5,0.7401,0.266,10830,,,,0.1018,1,0,0,0.282585,0.004245,0.012334,0.901866,0.848955,72000.0,438.145867
56,16,12600,14591,166858.0,1.0,0.2957,12630,14670,2070,79,0.0384,1,0,0,0.312874,0.000478,0.016667,0.998535,0.943816,61770.8316,375.897702
57,16,12600,15700,118009.0,1.0,0.89,12630,14070,1470,-1630,0.0,0,0,0,0.94,0.0,0.05,1.0,0.946809,43686.9318,265.850675
58,16,12600,15691,239354.0,1.0,0.5933,12630,15570,2970,-121,0.0,0,0,0,0.626667,0.0,0.033333,1.0,0.946809,88608.8508,539.216691
59,16,12600,15302,132254.0,1.0,0.89,12630,14280,1680,-1022,0.0,0,0,0,0.94,0.0,0.05,1.0,0.946809,48960.4308,297.941811
60,16,12600,15295,230956.2,0.803,0.2805,12630,,,,0.0507,1,0,0,0.295059,0.001128,0.013384,0.941677,0.895363,85500.0,520.298217
61,16,12600,15203,223662.9,0.9348,0.5788,12630,,,,0.061,1,0,0,0.612784,0.00278,0.03116,0.977847,0.923688,82800.0,503.867747
62,16,12600,14830,133242.0,1.0,0.5933,12630,14250,1650,-580,0.0,0,0,0,0.626667,0.0,0.033333,1.0,0.946809,49326.1884,300.167578
63,16,12600,15535,160302.0,1.0,0.89,12630,14580,1980,-955,0.0,0,0,0,0.94,0.0,0.05,1.0,0.946809,59343.8004,361.128346
