kid,depth,arrival_s,deadline_s,delivered_images,delivery_fraction,utility,first_delivery_s,completion_s,completion_delay_s,lateness_s,late_image_fraction,deadline_violated,dropped,rejected,u_quality,u_tardiness,u_cost,u_coverage_gain,u_norm,enc_energy_j,tx_energy_j
43,2,9000,11796,226944.0,1.0,0.4145,9030,11820,2820,24,0.0037,1,0,0,0.433298,5e-05,0.01875,0.999919,0.661433,84014.6688,63.90743
44,2,9000,12231,118113.0,1.0,0.4146,9030,10470,1470,-1761,0.0,0,0,0,0.433333,0.0,0.01875,1.0,0.661569,43725.4326,33.260621
45,2,9000,10855,160790.0,1.0,0.4099,9030,11010,2010,155,0.0777,1,0,0,0.431516,0.002913,0.01875,0.995807,0.654021,59524.458,45.278464
46,2,9000,12569,169500.0,1.0,0.4146,9030,11100,2100,-1469,0.0,0,0,0,0.433333,0.0,0.01875,1.0,0.661569,62748.9,47.7312
47,2,9000,11535,142917.0,1.0,0.2073,9030,10770,1770,-765,0.0,0,0,0,0.216667,0.0,0.009375,1.0,0.661569,52907.8734,40.245427
48,2,10800,12662,298534.0,1.0,0.3959,10830,14490,3690,1828,0.4951,1,0,0,0.538471,0.114483,0.028125,0.828418,0.421132,110517.2868,84.067174
49,2,10800,12705,146788.0,1.0,0.6219,10830,12630,1830,-75,0.0,0,0,0,0.65,0.0,0.028125,1.0,0.661569,54340.9176,41.335501
50,2,10800,14252,271135.0,1.0,0.2073,10830,14160,3360,-92,0.0,0,0,0,0.216667,0.0,0.009375,1.0,0.661569,100374.177,76.351616
51,2,10800,13792,158719.0,1.0,0.4146,10830,12780,1980,-1012,0.0,0,0,0,0.433333,0.0,0.01875,1.0,0.661569,58757.7738,44.69527
52,2,10800,13509,125256.0,1.0,0.4146,10830,12360,1560,-1149,0.0,0,0,0,0.433333,0.0,0.01875,1.0,0.661569,46369.7712,35.27209
53,2,10800,13796,256780.0,1.0,0.6145,10830,13980,3180,184,0.0627,1,0,0,0.647229,0.004647,0.028125,0.995737,0.653678,95059.956,72.309248
54,2,10800,13352,181837.0,1.0,0.4146,10830,13050,2250,-302,0.0,0,0,0,0.433333,0.0,0.01875,1.0,0.661569,67316.0574,51.205299
55,2,10800,12900,262804.0,1.0,0.1622,10830,14070,3270,1170,0.3617,1,0,0,0.19748,0.025903,0.009375,0.911447,0.517665,97290.0408,74.005606
56,2,12600,14591,166858.0,1.0,0.2065,12630,14670,2070,79,0.0384,1,0,0,0.216349,0.000478,0.009375,0.998535,0.659029,61770.8316,46.987213
57,2,12600,15700,118009.0,1.0,0.6219,12630,14070,1470,-1630,0.0,0,0,0,0.65,0.0,0.028125,1.0,0.661569,43686.9318,33.231334
58,2,12600,15691,239354.0,1.0,0.4146,12630,15570,2970,-121,0.0,0,0,0,0.433333,0.0,0.01875,1.0,0.661569,88608.8508,67.402086
59,2,12600,15302,132254.0,1.0,0.6219,12630,14250,1650,-1052,0.0,0,0,0,0.65,0.0,0.028125,1.0,0.661569,48960.4308,37.242726
60,2,12600,15295,287611.0,1.0,0.1804,12630,16170,3570,875,0.2477,1,0,0,0.206655,0.016887,0.009375,0.953791,0.575722,106473.5922,80.991258
61,2,12600,15203,239264.0,1.0,0.3962,12630,15570,2970,367,0.1262,1,0,0,0.427018,0.012114,0.01875,0.985427,0.632162,88575.5328,67.376742
62,2,12600,14830,133242.0,1.0,0.4146,12630,14250,1650,-580,0.0,0,0,0,0.433333,0.0,0.01875,1.0,0.661569,49326.1884,37.520947
63,2,12600,15535,160302.0,1.0,0.6219,12630,14580,1980,-955,0.0,0,0,0,0.65,0.0,0.028125,1.0,0.661569,59343.8004,45.141043
