kid,depth,arrival_s,deadline_s,delivered_images,delivery_fraction,utility,first_delivery_s,completion_s,completion_delay_s,lateness_s,late_image_fraction,deadline_violated,dropped,rejected,u_quality,u_tardiness,u_cost,u_coverage_gain,u_norm,enc_energy_j,tx_energy_j
52,4,10800,13509,125256.0,1.0,0.9372,10830,12360,1560,-1149,0.0,0,0,0,0.9372,0.0,0.0,1.0,0.944568,46369.7712,70.544179
53,4,10800,13796,256780.0,1.0,1.3844,10830,13980,3180,184,0.0627,1,0,0,1.384398,0.0,0.0,0.984776,0.930188,95059.956,144.618496
54,4,10800,13352,181837.0,1.0,0.9372,10830,13050,2250,-302,0.0,0,0,0,0.9372,0.0,0.0,1.0,0.944568,67316.0574,102.410598
55,4,10800,12900,262804.0,1.0,0.3437,10830,14070,3270,1170,0.3617,1,0,0,0.343736,0.0,0.0,0.733539,0.692877,97290.0408,148.011213
56,4,12600,14591,166858.0,1.0,0.4661,12630,14670,2070,79,0.0384,1,0,0,0.466148,0.0,0.0,0.994767,0.939624,61770.8316,93.974426
57,4,12600,15700,118009.0,1.0,1.4058,12630,14070,1470,-1630,0.0,0,0,0,1.4058,0.0,0.0,1.0,0.944568,43686.9318,66.462669
58,4,12600,15691,239354.0,1.0,0.9372,12630,15570,2970,-121,0.0,0,0,0,0.9372,0.0,0.0,1.0,0.944568,88608.8508,134.804173
59,4,12600,15302,132254.0,1.0,1.4058,12630,14250,1650,-1052,0.0,0,0,0,1.4058,0.0,0.0,1.0,0.944568,48960.4308,74.485453
60,4,12600,15295,287611.0,1.0,0.3913,12630,16170,3570,875,0.2477,1,0,0,0.391266,0.0,0.0,0.834968,0.788684,106473.5922,161.982515
61,4,12600,15203,239264.0,1.0,0.8884,12630,15570,2970,367,0.1262,1,0,0,0.888421,0.0,0.0,0.947952,0.895405,88575.5328,134.753485
62,4,12600,14830,133242.0,1.0,0.9372,12630,14250,1650,-580,0.0,0,0,0,0.9372,0.0,0.0,1.0,0.944568,49326.1884,75.041894
63,4,12600,15535,160302.0,1.0,1.4058,12630,14580,1980,-955,0.0,0,0,0,1.4058,0.0,0.0,1.0,0.944568,59343.8004,90.282086
