kid,depth,arrival_s,deadline_s,delivered_images,delivery_fraction,utility,first_delivery_s,completion_s,completion_delay_s,lateness_s,late_image_fraction,deadline_violated,dropped,rejected,u_quality,u_tardiness,u_cost,u_coverage_gain,u_norm,enc_energy_j,tx_energy_j
15,16,1800,5208,294140.0,1.0,0.1437,5280,6930,5130,1722,1.0,1,0,0,0.143683,0.0,0.0,0.144813,0.144813,108890.628,662.638592
16,16,3600,6768,235584.0,1.0,0.4007,6450,8130,4530,1362,0.8742,1,0,0,0.400663,0.0,0.0,0.269209,0.269209,87213.1968,530.723635
17,16,3600,6240,138927.0,1.0,0.0009,8010,8820,5220,2580,1.0,1,0,0,0.000925,0.0,0.0,0.000933,0.000933,51430.7754,312.974746
18,16,3600,6384,199558.0,1.0,0.0,8820,9930,6330,3546,1.0,1,0,0,4e-05,0.0,0.0,8.1e-05,8.1e-05,73876.3716,449.564262
19,16,3600,6630,130858.0,1.0,0.7644,6240,7350,3750,720,0.7245,1,0,0,0.764362,0.0,0.0,0.513581,0.513581,48443.6316,294.796902
20,16,3600,6060,284506.0,1.0,1.1601,3630,7140,3540,1080,0.3079,1,0,0,1.160099,0.0,0.0,0.779479,0.779479,105324.1212,640.935117
21,16,3600,5986,293502.0,1.0,0.654,5160,7230,3630,1244,0.5011,1,0,0,0.653953,0.0,0.0,0.659094,0.659094,108654.4404,661.201306
22,16,3600,5537,281108.0,1.0,0.4874,5040,7080,3480,1543,0.6891,1,0,0,0.487401,0.0,0.0,0.491233,0.491233,104066.1816,633.280102
23,16,3600,5741,193911.0,1.0,0.0076,6930,8010,4410,2269,1.0,1,0,0,0.007554,0.0,0.0,0.005076,0.005076,71785.8522,436.842701
24,16,5400,8436,192588.0,1.0,0.2626,8130,9210,3810,774,0.719,1,0,0,0.262604,0.0,0.0,0.529336,0.529336,71296.0776,433.862246
25,16,5400,7608,195141.0,1.0,0.0001,9930,11040,5640,3432,1.0,1,0,0,5.8e-05,0.0,0.0,0.000116,0.000116,72241.1982,439.613645
26,16,5400,8893,212900.0,1.0,0.0,12030,13230,7830,4337,1.0,1,0,0,1.1e-05,0.0,0.0,7e-06,7e-06,78815.58,479.62112
27,16,5400,8699,187430.0,1.0,0.4961,7350,8430,3030,-269,0.0,0,0,0,0.4961,0.0,0.0,1.0,1.0,69386.586,422.242304
28,16,5400,7375,225953.0,1.0,1.1962,5430,8190,2790,815,0.3006,1,0,0,1.196189,0.0,0.0,0.803728,0.803728,83647.8006,509.026918
29,16,5400,8698,162473.0,1.0,0.0802,9210,10140,4740,1442,1.0,1,0,0,0.080242,0.0,0.0,0.053915,0.053915,60147.5046,366.019174
30,16,5400,8715,187043.0,1.0,0.8084,8430,9480,4080,765,0.7186,1,0,0,0.808445,0.0,0.0,0.5432,0.5432,69243.3186,421.37047
31,16,5400,7719,177496.0,1.0,0.0,11040,12030,6630,4311,1.0,1,0,0,7e-06,0.0,0.0,5e-06,5e-06,65709.0192,399.862989
32,16,7200,10146,147911.0,1.0,0.0042,11580,12420,5220,2274,1.0,1,0,0,0.004188,0.0,0.0,0.002814,0.002814,54756.6522,333.213901
33,16,7200,9360,127950.0,1.0,0.0,13950,14670,7470,5310,1.0,1,0,0,0.0,0.0,0.0,0.0,0.0,47367.09,288.24576
34,16,7200,10435,260980.0,1.0,0.0,14670,16140,8940,5705,1.0,1,0,0,0.0,0.0,0.0,0.0,0.0,96614.796,587.935744
35,16,7200,10197,257385.0,1.0,0.0785,10590,12060,4860,1863,1.0,1,0,0,0.078466,0.0,0.0,0.052722,0.052722,95283.927,579.836928
36,16,7200,9499,194313.0,1.0,1.4764,7230,9600,2400,101,0.0491,1,0,0,1.476376,0.0,0.0,0.991988,0.991988,71934.6726,437.748326
37,16,7200,9826,256146.0,1.0,0.0719,10140,11580,4380,1754,1.0,1,0,0,0.071931,0.0,0.0,0.072496,0.072496,94825.2492,577.045709
38,16,7200,9067,201121.0,1.0,0.0666,9480,10590,3390,1523,1.0,1,0,0,0.066592,0.0,0.0,0.067115,0.067115,74454.9942,453.085389
39,16,7200,9206,127959.0,1.0,0.0,13230,13950,6750,4744,1.0,1,0,0,0.0,0.0,0.0,1e-06,1e-06,47370.4218,288.266035
40,16,9000,11978,187923.0,1.0,0.0047,13320,14370,5370,2392,1.0,1,0,0,0.004658,0.0,0.0,0.00313,0.00313,69569.0946,423.352934
41,16,9000,11817,194219.0,1.0,0.0,16950,18030,9030,6213,1.0,1,0,0,0.0,0.0,0.0,0.0,0.0,71899.8738,437.536563
42,16,9000,11834,1482.4,0.0128,0.0,18030,,,,0.0128,1,0,0,0.0,0.0,0.0,0.0,0.0,548.796259,3.339622
43,16,9000,11796,226944.0,1.0,0.0971,12060,13320,4320,1524,1.0,1,0,0,0.097116,0.0,0.0,0.09788,0.09788,84014.6688,511.259443
44,16,9000,12231,118113.0,1.0,0.9922,9030,10470,1470,-1761,0.0,0,0,0,0.9922,0.0,0.0,1.0,1.0,43725.4326,266.084966
45,16,9000,10855,160790.0,1.0,0.0017,12420,13320,4320,2465,1.0,1,0,0,0.001722,0.0,0.0,0.001736,0.001736,59524.458,362.227712
46,16,9000,12569,169500.0,1.0,0.0235,13320,14280,5280,1711,1.0,1,0,0,0.023457,0.0,0.0,0.023641,0.023641,62748.9,381.8496
47,16,9000,11535,142917.0,1.0,0.0,16140,16950,7950,5415,1.0,1,0,0,0.0,0.0,0.0,0.0,0.0,52907.8734,321.963418
48,16,10800,12662,298534.0,1.0,0.0009,14370,16050,5250,3388,1.0,1,0,0,0.000864,0.0,0.0,0.00058,0.00058,110517.2868,672.537395
49,16,10800,12705,0.0,0.0,0.0,,,,,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,16,10800,14252,0.0,0.0,0.0,,,,,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,16,10800,13792,158719.0,1.0,0.002,15300,16200,5400,2408,1.0,1,0,0,0.001998,0.0,0.0,0.002014,0.002014,58757.7738,357.562163
52,16,10800,13509,125256.0,1.0,0.9922,10830,12360,1560,-1149,0.0,0,0,0,0.9922,0.0,0.0,1.0,1.0,46369.7712,282.176717
53,16,10800,13796,256780.0,1.0,0.0002,16050,17520,6720,3724,1.0,1,0,0,0.000161,0.0,0.0,0.000108,0.000108,95059.956,578.473984
54,16,10800,13352,181837.0,1.0,0.0125,14280,15300,4500,1948,1.0,1,0,0,0.012457,0.0,0.0,0.012555,0.012555,67316.0574,409.642394
55,16,10800,12900,0.0,0.0,0.0,,,,,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,16,12600,14591,95523.3,0.5725,0.0,17520,,,,0.5725,1,0,0,8e-06,0.0,0.0,1.6e-05,1.6e-05,35362.710095,215.194796
57,16,12600,15700,0.0,0.0,0.0,,,,,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,16,12600,15691,0.0,0.0,0.0,,,,,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,16,12600,15302,132254.0,1.0,0.0022,16950,17700,5100,2398,1.0,1,0,0,0.002221,0.0,0.0,0.001492,0.001492,48960.4308,297.941811
60,16,12600,15295,287611.0,1.0,0.4142,12630,16170,3570,875,0.2477,1,0,0,0.414228,0.0,0.0,0.834968,0.834968,106473.5922,647.930061
61,16,12600,15203,0.0,0.0,0.0,,,,,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,16,12600,14830,133242.0,1.0,0.0037,16200,16950,4350,2120,1.0,1,0,0,0.003723,0.0,0.0,0.003753,0.003753,49326.1884,300.167578
63,16,12600,15535,0.0,0.0,0.0,,,,,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
